Wall time,Step,Value
1783274924.5843358,8192,1.7861415147781372
1783274991.095525,16384,0.1326243132352829
1783275057.6802273,24576,1.1364665031433105
1783275125.1479256,32768,1.565750002861023
1783275224.8001761,40000,1.5225374698638916
1783275232.2464197,40960,1.0611320734024048
1783275342.9998655,49152,1.5801281929016113
1783275410.7268524,57344,0.39919760823249817
1783275478.1810708,65536,0.8563790917396545
1783275545.7624614,73728,0.8159000873565674
1783275613.2138307,80000,1.0901544094085693
1783275627.7325058,81920,1.6086513996124268
1783275695.8422852,90112,1.3750759363174438
1783275764.3334126,98304,0.23206228017807007
1783275832.6892736,106496,0.7587137222290039
1783275901.2512476,114688,1.0176482200622559
1783275959.4879434,120000,1.0162312984466553
1783275981.249711,122880,0.7856101989746094
1783276049.4932723,131072,1.0588743686676025
1783276117.731326,139264,1.3785994052886963
1783276185.4138966,147456,1.114688754081726
1783276252.7184286,155648,1.2545421123504639
1783276315.9154875,160000,1.5242024660110474
1783276344.7658908,163840,0.40466415882110596
1783276412.821276,172032,0.9088174104690552
1783276480.4578557,180224,1.0672646760940552
1783276547.7476306,188416,1.8282227516174316
1783276615.753231,196608,0.6631667613983154
1783276681.9702208,200000,0.44249647855758667
1783276717.6223085,204800,1.7688939571380615
1783276785.28463,212992,0.6442176103591919
1783276853.5256968,221184,1.1017913818359375
1783276921.194116,229376,1.337509036064148
1783276988.4214513,237568,1.449474573135376
1783277051.3091843,240000,1.4064126014709473
1783277094.7725515,245760,0.38188356161117554
1783277162.7833397,253952,1.0120849609375
1783277230.5052173,262144,1.2616170644760132
1783277298.1568143,270336,1.1127707958221436
1783277366.263913,278528,0.6922801733016968
1783277425.7714486,280000,0.8470236659049988
1783277475.8568506,286720,1.0380114316940308
1783277544.0746694,294912,1.526174783706665
1783277612.3264775,303104,1.1856118440628052
1783277680.1555088,311296,0.5436615943908691
1783277747.8055751,319488,0.6330888271331787
1783277800.7381492,320000,0.8399779796600342
1783277857.9565246,327680,1.243449091911316
1783277926.0953321,335872,0.5030010342597961
1783277994.5659654,344064,0.2460741251707077
1783278062.755489,352256,0.41865721344947815
1783278168.3078983,360000,1.012206792831421
1783278171.9168823,360448,1.3593451976776123
1783278239.8438225,368640,1.159409523010254
1783278308.1167397,376832,1.411830186843872
1783278376.6625462,385024,1.1917610168457031
1783278445.2529383,393216,1.9217982292175293
1783278548.3300195,400000,0.7231448888778687
1783278559.0577753,401408,0.8023964166641235
1783278626.942424,409600,0.5487680435180664
1783278695.2068663,417792,0.7933046817779541
1783278763.41163,425984,1.225255012512207
1783278832.2620966,434176,0.7423735857009888
1783278927.464159,440000,0.8130077719688416
1783278944.9712927,442368,0.3389567732810974
1783279012.7999952,450560,1.0613014698028564
1783279080.9187248,458752,0.6226835250854492
1783279149.5321703,466944,0.8625086545944214
1783279217.6410363,475136,0.8996965289115906
1783279306.8491137,480000,1.3566187620162964
1783279331.51941,483328,0.3585314154624939
1783279399.5434396,491520,0.9372770190238953
1783279467.7324712,499712,1.0808155536651611
1783279536.2294738,507904,1.699303388595581
1783279604.4301069,516096,1.4450788497924805
1783279680.5419676,520000,0.5797477960586548
1783279712.901835,524288,1.0948081016540527
1783279780.9626293,532480,0.8926405906677246
1783279849.2002053,540672,0.7718631029129028
1783279917.3880825,548864,1.6432771682739258
1783279986.543149,557056,1.0240007638931274
1783280061.1368904,560000,0.9426604509353638
1783280100.2658887,565248,1.2877767086029053
1783280168.333696,573440,1.106661319732666
1783280237.0447774,581632,1.4120025634765625
1783280305.5216827,589824,1.0321931838989258
1783280373.8806164,598016,0.9283644556999207
1783280438.3173542,600000,0.902813732624054
1783280484.7466855,606208,1.496870756149292
1783280552.506432,614400,0.8074198961257935
1783280620.574184,622592,0.34485459327697754
1783280688.9277036,630784,1.0202281475067139
1783280757.8496995,638976,1.1117923259735107
1783280818.545222,640000,0.8181139230728149
1783280872.154578,647168,0.5929598808288574
1783280940.5242443,655360,0.8771020174026489
1783281008.671858,663552,0.34887373447418213
1783281077.3999884,671744,0.8148301839828491
1783281146.1041806,679936,0.7269764542579651
1783281199.4803324,680000,0.8555265665054321
1783281260.2758086,688128,1.2527600526809692
1783281328.4624972,696320,0.9559304714202881
1783281397.3081777,704512,0.747966468334198
1783281466.1680944,712704,0.9146053791046143
1783281569.0719733,720000,1.1523739099502563
1783281575.9161057,720896,0.9023978114128113
1783281644.534951,729088,0.6917771100997925
1783281713.1289701,737280,0.8550886511802673
1783281782.1588824,745472,0.4083601236343384
1783281849.8102677,753664,0.759935200214386
1783281949.7927928,760000,1.6425578594207764
1783281963.5504973,761856,0.9964837431907654
1783282031.9513535,770048,1.0145230293273926
1783282100.4709702,778240,0.521987795829773
1783282168.983148,786432,0.48392751812934875
1783282237.354968,794624,0.7254137396812439
1783282328.1220822,800000,1.0326213836669922
1783282349.6520507,802816,0.5094918608665466
1783282418.075485,811008,1.08815598487854
1783282486.652101,819200,0.9162005186080933
1783282554.8187237,827392,0.5022082924842834
1783282623.2680867,835584,0.3431187868118286
1783282708.4084296,840000,0.46280598640441895
1783282737.0756574,843776,1.2460209131240845
1783282805.3749993,851968,0.6419293880462646
1783282873.8727405,860160,0.8953909277915955
1783282941.882783,868352,0.8263148069381714
1783283010.0258925,876544,0.8497117757797241
1783283083.9147499,880000,1.1815080642700195
1783283119.5952156,884736,0.9074349403381348
1783283187.757551,892928,1.2078611850738525
1783283256.2117894,901120,0.4992504417896271
1783283324.6719837,909312,0.5390879511833191
1783283392.8216424,917504,0.40813854336738586
1783283464.7107313,920000,1.4476971626281738
1783283507.2213001,925696,1.079723596572876
1783283575.7889426,933888,0.6821864247322083
1783283644.6195138,942080,0.33288004994392395
1783283712.8080988,950272,0.26646745204925537
1783283781.3769834,958464,1.070573091506958
1783283841.8433528,960000,0.6330283284187317
1783283891.984053,966656,0.9052189588546753
1783283959.5900302,974848,1.0363490581512451
1783284027.7110841,983040,0.8522813320159912
1783284096.5481129,991232,0.7011359930038452
1783284165.5608382,999424,0.8059448599815369
1783284221.9705865,1000000,0.6479753255844116
1783284279.0479429,1007616,0.493527889251709
1783284347.359438,1015808,0.6883736848831177
1783284415.3667169,1024000,0.37087482213974
1783284483.8458228,1032192,1.1273566484451294
1783284595.0405977,1040000,0.6977673768997192
1783284597.9995334,1040384,1.5719703435897827
1783284666.7264807,1048576,0.4655437767505646
1783284735.135771,1056768,0.6227821111679077
1783284804.33069,1064960,0.6597285270690918
1783284872.873015,1073152,0.858652651309967
1783284976.7834847,1080000,1.1895811557769775
1783284986.8950725,1081344,0.64576256275177
1783285055.210448,1089536,0.3502501845359802
1783285123.4401088,1097728,0.3870425224304199
1783285191.6222713,1105920,0.7465842962265015
1783285259.0663984,1114112,0.6106783151626587
1783285350.9341197,1120000,0.63496994972229
1783285368.6819627,1122304,0.5429602265357971
1783285436.0440285,1130496,0.6046907901763916
1783285503.635697,1138688,0.9155630469322205
1783285571.6246614,1146880,0.8114469647407532
1783285639.8548286,1155072,0.6906337141990662
1783285724.958795,1160000,0.6380861401557922
1783285749.3237934,1163264,1.1311582326889038
1783285817.6639569,1171456,0.8434992432594299
1783285886.264901,1179648,1.214767575263977
1783285955.229943,1187840,0.5747138261795044
1783286024.5073934,1196032,0.8838215470314026
1783286107.0784686,1200000,0.5463473796844482
1783286138.5269399,1204224,0.3717166781425476
1783286207.2307475,1212416,0.7569488286972046
1783286275.5888784,1220608,0.8370539546012878
1783286344.2267687,1228800,0.25334760546684265
1783286412.3908489,1236992,0.5002659559249878
1783286484.210881,1240000,0.6570020914077759
1783286523.1109674,1245184,0.4436049163341522
1783286591.2119062,1253376,0.6565231680870056
1783286659.2826464,1261568,1.3593438863754272
1783286727.5436401,1269760,0.6970982551574707
1783286796.3912446,1277952,0.8535317182540894
1783286862.2686946,1280000,1.0641632080078125
1783286908.8682997,1286144,1.1165759563446045
1783286977.1094167,1294336,0.6173883080482483
1783287045.43551,1302528,0.5989403128623962
1783287113.7485473,1310720,1.0944527387619019
1783287182.0625653,1318912,0.9771576523780823
1783287242.5436785,1320000,0.7894765734672546
1783287296.029323,1327104,0.898949384689331
1783287363.9036522,1335296,0.33660876750946045
1783287433.090821,1343488,1.2565714120864868
1783287501.1911995,1351680,0.7361727952957153
1783287569.3939905,1359872,0.9700456857681274
1783287623.168291,1360000,1.25240159034729
1783287683.9803917,1368064,0.5869772434234619
1783287753.1425605,1376256,0.3785201609134674
1783287821.5211365,1384448,1.0820527076721191
1783287890.5121202,1392640,1.1135507822036743
1783287999.0723002,1400000,1.3541076183319092
1783288005.331459,1400832,0.7272253632545471
1783288074.2205675,1409024,0.4504346251487732
1783288142.9195526,1417216,0.39640477299690247
1783288211.2764447,1425408,1.1837354898452759
1783288279.7754252,1433600,0.712725043296814
1783288378.4370632,1440000,0.8894393444061279
1783288391.9535177,1441792,0.9614960551261902
1783288460.5085542,1449984,0.2996189594268799
1783288529.3159559,1458176,0.7374140024185181
1783288597.8278475,1466368,0.24418044090270996
1783288665.6101742,1474560,0.9207184314727783
1783288759.089244,1480000,0.9696205854415894
1783288780.0663526,1482752,0.4943351447582245
1783288848.4493926,1490944,0.8813014030456543
1783288917.1612997,1499136,0.9672874212265015
1783288985.574816,1507328,0.8049745559692383
1783289053.794659,1515520,0.7704401016235352
1783289132.2709248,1520000,0.8633708953857422
1783289159.7650537,1523712,1.0711132287979126
1783289228.171157,1531904,1.576415777206421
1783289296.3049645,1540096,0.611970067024231
1783289365.0266693,1548288,0.3862069249153137
1783289433.3116353,1556480,0.3496699929237366
1783289512.1594899,1560000,0.9809990525245667
1783289547.7098556,1564672,0.8382643461227417
1783289616.4685714,1572864,0.7067000865936279
1783289685.4223783,1581056,0.9956117868423462
1783289753.6264865,1589248,0.6269726753234863
1783289821.8419297,1597440,1.322249412536621
1783289893.6555886,1600000,0.8121827840805054
1783289935.949734,1605632,0.9841750860214233
1783290004.1309867,1613824,1.188441514968872
1783290072.800795,1622016,0.6615805625915527
1783290142.1928952,1630208,0.7280950546264648
1783290211.1358986,1638400,0.7598463296890259
1783290273.369466,1640000,0.9367020726203918
1783290322.5104523,1646592,0.7066963911056519
1783290390.5422068,1654784,0.7013523578643799
1783290458.9703503,1662976,1.1211767196655273
1783290527.4732323,1671168,0.4640869200229645
1783290596.1008205,1679360,0.7104971408843994
1783290647.7532263,1680000,0.9130107164382935
1783290703.7510118,1687552,0.49216920137405396
1783290772.4505382,1695744,0.544364333152771
1783290841.0219288,1703936,0.8522365689277649
1783290909.4226038,1712128,1.0412402153015137
1783291021.460931,1720000,0.4821990728378296
1783291023.9017758,1720320,0.9658803939819336
1783291092.376946,1728512,0.7904829382896423
1783291160.9943302,1736704,0.13127148151397705
1783291229.816339,1744896,1.209273099899292
1783291299.1036923,1753088,0.4234093427658081
1783291403.8467991,1760000,1.0456384420394897
1783291413.4834137,1761280,0.9804933071136475
1783291482.1158545,1769472,1.4179054498672485
1783291550.3005207,1777664,0.6142787337303162
1783291618.6348433,1785856,0.5412141680717468
1783291687.1678853,1794048,0.7918252348899841
1783291779.4223104,1800000,0.6999996900558472
1783291796.0149615,1802240,0.5599872469902039
1783291864.2847757,1810432,0.771155595779419
1783291932.7372518,1818624,0.592446506023407
1783292000.7270813,1826816,0.7627602815628052
1783292068.7125025,1835008,0.8788236975669861
1783292158.8660982,1840000,0.7981557250022888
1783292183.0029376,1843200,0.8084975481033325
1783292251.2070997,1851392,0.4627022445201874
1783292319.3429704,1859584,1.025748372077942
1783292388.0401154,1867776,0.6882418394088745
1783292456.3298817,1875968,0.804771363735199
1783292539.41146,1880000,1.3964354991912842
1783292571.2951057,1884160,1.3679680824279785
1783292640.0959458,1892352,0.39037054777145386
1783292708.193835,1900544,0.47642070055007935
1783292776.9942558,1908736,0.22737044095993042
1783292845.9653106,1916928,1.1661514043807983
1783292922.3692827,1920000,1.0989347696304321
1783292961.161898,1925120,0.7474254965782166
1783293029.809433,1933312,0.873659074306488
1783293097.9780257,1941504,0.8538860082626343
1783293166.9122949,1949696,1.4980915784835815
1783293235.190807,1957888,0.5745776891708374
1783293303.3628147,1960000,1.0904548168182373
1783293349.6487536,1966080,1.0437688827514648
1783293418.0414932,1974272,1.0741918087005615
1783293486.094165,1982464,0.47075754404067993
1783293554.404872,1990656,0.5501306653022766
1783293623.0084128,1998848,0.880216121673584
1783293676.3905246,2000000,1.3291442394256592
1783293729.5222635,2007040,0.44699525833129883
